DATE	OPEN	HIGH	LOW	CLOSE	TICKVOL	VOL	SPREAD
2015.01.04	1.20193	1.20305	1.20063	1.20075	151472	0	50
2015.01.11	1.20078	1.20103	0.97013	0.99372	305773	0	50
2015.01.18	0.99443	1.02239	0.97710	0.98237	894991	0	8
2015.01.25	0.98143	1.05226	0.97808	1.03908	1228761	2681299000	3
2015.02.01	1.04838	1.06415	1.03970	1.04727	1083315	0	46
2015.02.08	1.04684	1.06363	1.04080	1.06181	821279	0	9
2015.02.15	1.06181	1.08103	1.05445	1.06686	844812	0	35
2015.02.22	1.07197	1.07977	1.06057	1.06741	1100949	0	26
2015.03.01	1.06690	1.07592	1.06243	1.06849	1193417	0	26
2015.03.08	1.06887	1.07303	1.05127	1.05407	805771	0	1
2015.03.15	1.05446	1.06979	1.05192	1.05432	561046	0	1
2015.03.22	1.05652	1.06020	1.04196	1.04690	408431	0	4
2015.03.29	1.04686	1.04866	1.03869	1.04299	536137	0	1
2015.04.05	1.04616	1.04945	1.03655	1.03801	523529	0	1
2015.04.12	1.03879	1.04008	1.02619	1.02850	779621	0	1
2015.04.19	1.02936	1.04265	1.02322	1.03642	793425	0	1
2015.04.26	1.03696	1.05239	1.03458	1.04427	985432	0	1
2015.05.03	1.04562	1.04804	1.03033	1.04436	659954	0	1
2015.05.10	1.04347	1.05058	1.03815	1.04803	743806	0	3
2015.05.17	1.04834	1.05010	1.03816	1.03925	838097	0	3
2015.05.24	1.03803	1.03839	1.02783	1.03324	809148	0	2
2015.05.31	1.03385	1.05725	1.02941	1.04403	900767	0	2
2015.06.07	1.04506	1.05541	1.04241	1.04549	954280	0	3
2015.06.14	1.04289	1.05416	1.04009	1.04205	939874	0	3
2015.06.21	1.04307	1.05459	1.04083	1.04268	986937	0	3
2015.06.28	1.03241	1.05243	1.03125	1.04332	1150986	0	1
2015.07.05	1.03663	1.05240	1.03505	1.04675	1318134	0	1
2015.07.12	1.04440	1.05113	1.03955	1.04141	1073149	0	1
2015.07.19	1.04186	1.05800	1.04093	1.05590	1203402	205693887000	2
2015.07.26	1.05659	1.06896	1.05292	1.06089	1310980	637606193000	7
2015.08.02	1.06131	1.07880	1.05885	1.07813	1324581	697312801000	0
2015.08.09	1.07636	1.09612	1.07547	1.08434	1319472	633206665000	8
2015.08.16	1.08510	1.08547	1.07105	1.07799	1345853	740829393000	13
2015.08.23	1.07658	1.08800	1.07315	1.07531	2003357	992923433000	0
2015.08.30	1.07692	1.09021	1.07383	1.08300	1452450	770814094000	9
2015.09.06	1.08436	1.10491	1.08274	1.09797	1238558	659660235000	0
2015.09.13	1.09838	1.10107	1.08977	1.09332	1026864	616328364000	4
2015.09.20	1.09373	1.09817	1.08213	1.09561	1176352	642686407000	1
2015.09.27	1.09476	1.09692	1.08736	1.08846	1230101	703488843000	0
2015.10.04	1.09008	1.09476	1.08638	1.09185	1156400	611909821000	0
2015.10.11	1.09188	1.09490	1.07806	1.08201	1031780	519665378000	0
2015.10.18	1.08310	1.08991	1.07562	1.07665	1122111	518412345000	0
2015.10.25	1.07677	1.09171	1.07674	1.08663	1250862	515168520000	0
2015.11.01	1.08759	1.08928	1.07334	1.07931	1119339	518897411000	0
2015.11.08	1.07862	1.08350	1.07535	1.08281	1393667	646737851000	0
2015.11.15	1.08049	1.08992	1.07715	1.08397	1406309	601589845000	0
2015.11.22	1.08481	1.09261	1.08086	1.09010	1253743	596913955000	0
2015.11.29	1.09063	1.09395	1.07934	1.08368	1635916	731018386000	0
2015.12.06	1.08438	1.08763	1.07923	1.08034	1392058	657270694000	0
2015.12.13	1.08062	1.08444	1.07537	1.07715	1297589	529814204000	0
2015.12.20	1.07842	1.08457	1.07562	1.08145	679906	264076391000	0
2015.12.27	1.08156	1.08792	1.07761	1.08598	583721	215110116000	0
2016.01.03	1.08733	1.09001	1.08250	1.08633	1348820	582506227000	0
2016.01.10	1.08630	1.09810	1.08359	1.09265	1569911	627392095000	0
2016.01.17	1.09326	1.09865	1.09059	1.09463	1555655	803215349000	0
2016.01.24	1.09587	1.11644	1.09555	1.10790	1583688	758394822000	0
2016.01.31	1.10684	1.11990	1.10322	1.10499	1764177	783490434000	8
2016.02.07	1.10597	1.10947	1.09479	1.09819	2143112	1036362007000	0
2016.02.14	1.09826	1.10604	1.09658	1.10107	1550672	804776221000	0
