DATE	TIME	OPEN	HIGH	LOW	CLOSE	TICKVOL	VOL	SPREAD
2015.01.02	00:00:00	1.55538	1.55562	1.53248	1.53261	127239	0	50
2015.01.02	08:00:00	1.55440	1.55467	1.54755	1.54785	16174	0	13
2015.01.02	12:00:00	1.54780	1.54794	1.54120	1.54159	20130	0	13
2015.01.02	16:00:00	1.54158	1.54185	1.53513	1.53571	22516	0	12
2015.01.02	20:00:00	1.53577	1.53578	1.53242	1.53244	11960	0	13
2015.01.05	00:00:00	1.53008	1.53185	1.51718	1.53019	193308	0	14
2015.01.05	04:00:00	1.53020	1.53033	1.52764	1.52851	10005	0	13
2015.01.05	08:00:00	1.52851	1.53184	1.52722	1.53049	20118	0	13
2015.01.05	12:00:00	1.53045	1.53064	1.52043	1.52069	23676	0	12
2015.01.05	16:00:00	1.52071	1.52456	1.52024	1.52252	22583	0	12
2015.01.05	20:00:00	1.52251	1.52697	1.52203	1.52483	11794	0	13
2015.01.06	00:00:00	1.52462	1.52723	1.51398	1.52599	183324	0	14
2015.01.06	04:00:00	1.52599	1.52729	1.52558	1.52602	8811	0	13
2015.01.06	08:00:00	1.52601	1.52698	1.51874	1.52015	21089	0	13
2015.01.06	12:00:00	1.52015	1.52057	1.51669	1.51785	23483	0	12
2015.01.06	16:00:00	1.51786	1.51967	1.51516	1.51715	27715	0	12
2015.01.06	20:00:00	1.51717	1.51901	1.51404	1.51485	16741	0	14
2015.01.07	00:00:00	1.51498	1.51539	1.50530	1.51431	209115	0	13
2015.01.07	04:00:00	1.51431	1.51475	1.51332	1.51376	8698	0	13
2015.01.07	08:00:00	1.51374	1.51546	1.51143	1.51187	21270	0	13
2015.01.07	12:00:00	1.51186	1.51428	1.50975	1.51047	26211	0	12
2015.01.07	16:00:00	1.51048	1.51053	1.50543	1.50867	24043	0	13
2015.01.07	20:00:00	1.50867	1.51259	1.50791	1.51084	18685	0	13
2015.01.08	00:00:00	1.51083	1.51166	1.50328	1.50955	158939	0	13
2015.01.08	04:00:00	1.50954	1.50977	1.50812	1.50865	8605	0	13
2015.01.08	08:00:00	1.50866	1.50933	1.50336	1.50534	18838	0	12
2015.01.08	12:00:00	1.50534	1.50802	1.50438	1.50757	21741	0	13
2015.01.08	16:00:00	1.50755	1.51166	1.50565	1.51145	22392	0	11
2015.01.08	20:00:00	1.51143	1.51159	1.50792	1.50882	12203	0	13
2015.01.09	00:00:00	1.50838	1.51746	1.50759	1.50907	200401	0	13
2015.01.09	04:00:00	1.50907	1.51003	1.50880	1.50962	9990	0	13
2015.01.09	08:00:00	1.50961	1.51485	1.50878	1.51302	18519	0	11
2015.01.09	12:00:00	1.51303	1.51738	1.50963	1.51194	23470	0	11
2015.01.09	16:00:00	1.51194	1.51684	1.51009	1.51407	28025	0	10
2015.01.09	20:00:00	1.51406	1.51684	1.51404	1.51571	12778	0	13
2015.01.12	00:00:00	1.51782	1.51929	1.50973	1.51702	141404	0	13
2015.01.12	04:00:00	1.51703	1.51730	1.51592	1.51649	8653	0	13
2015.01.12	08:00:00	1.51650	1.51762	1.50982	1.51216	19427	0	12
2015.01.12	12:00:00	1.51214	1.51678	1.51103	1.51568	20493	0	12
2015.01.12	16:00:00	1.51569	1.51735	1.51288	1.51634	22481	0	13
2015.01.12	20:00:00	1.51634	1.51865	1.51632	1.51694	11619	0	13
2015.01.13	00:00:00	1.51718	1.51903	1.50754	1.51777	176933	0	13
2015.01.13	04:00:00	1.51773	1.51908	1.51552	1.51581	12974	0	13
2015.01.13	08:00:00	1.51582	1.51607	1.50769	1.51073	21871	0	12
2015.01.13	12:00:00	1.51074	1.51793	1.50881	1.51528	23545	0	12
2015.01.13	16:00:00	1.51531	1.51889	1.51416	1.51608	23989	0	12
2015.01.13	20:00:00	1.51607	1.51673	1.51439	1.51582	15941	0	13
2015.01.14	00:00:00	1.51579	1.52678	1.51438	1.51667	208547	0	13
2015.01.14	04:00:00	1.51668	1.51695	1.51443	1.51625	13483	0	13
2015.01.14	08:00:00	1.51625	1.52221	1.51454	1.51722	24173	0	12
2015.01.14	12:00:00	1.51720	1.52678	1.51614	1.52562	24144	0	12
2015.01.14	16:00:00	1.52561	1.52674	1.52010	1.52196	25697	0	12
2015.01.14	20:00:00	1.52197	1.52366	1.52097	1.52320	14508	0	14
2015.01.15	00:00:00	1.52327	1.52657	1.51488	1.52326	326989	0	13
2015.01.15	04:00:00	1.52326	1.52413	1.52257	1.52284	10423	0	13
2015.01.15	08:00:00	1.52285	1.52374	1.51494	1.51916	20241	0	12
2015.01.15	12:00:00	1.51929	1.52665	1.51886	1.52283	32167	0	12
2015.01.15	16:00:00	1.52282	1.52328	1.51496	1.51525	31859	0	11
2015.01.15	20:00:00	1.51525	1.51931	1.51499	1.51805	21274	0	12
2015.01.16	00:00:00	1.51818	1.52336	1.50734	1.51850	263485	0	14
2015.01.16	04:00:00	1.51849	1.51900	1.51702	1.51724	15322	0	13
2015.01.16	08:00:00	1.51723	1.52336	1.51593	1.52224	21557	0	12
2015.01.16	12:00:00	1.52231	1.52255	1.51616	1.51816	21322	0	9
2015.01.16	16:00:00	1.51815	1.51881	1.50745	1.51470	32374	0	13
2015.01.16	20:00:00	1.51469	1.51695	1.51291	1.51450	18635	0	14
2015.01.19	00:00:00	1.51368	1.51773	1.51072	1.51428	219088	0	8
2015.01.19	04:00:00	1.51428	1.51444	1.51316	1.51434	7124	0	13
2015.01.19	08:00:00	1.51432	1.51780	1.51178	1.51630	12605	0	8
2015.01.19	12:00:00	1.51631	1.51661	1.51371	1.51417	8728	0	15
2015.01.19	16:00:00	1.51417	1.51734	1.51228	1.51297	8171	0	8
2015.01.19	20:00:00	1.51326	1.51364	1.51079	1.51098	4838	0	14
2015.01.20	00:00:00	1.51105	1.51982	1.50558	1.50713	151715	0	16
2015.01.20	04:00:00	1.50721	1.50808	1.50585	1.50803	3328	0	15
2015.01.20	08:00:00	1.50801	1.51609	1.50714	1.51566	8961	0	15
2015.01.20	12:00:00	1.51574	1.51985	1.51370	1.51962	9983	0	15
2015.01.20	16:00:00	1.51964	1.51984	1.51476	1.51510	10189	0	12
2015.01.20	20:00:00	1.51507	1.51616	1.51413	1.51417	4567	0	15
2015.01.21	00:00:00	1.51442	1.51780	1.50747	1.51466	195308	0	15
2015.01.21	04:00:00	1.51466	1.51734	1.51458	1.51655	4004	0	15
2015.01.21	08:00:00	1.51652	1.51779	1.50751	1.51134	10363	0	15
2015.01.21	12:00:00	1.51137	1.51341	1.50957	1.51202	10318	0	14
2015.01.21	16:00:00	1.51200	1.51445	1.50821	1.51079	17052	0	15
2015.01.21	20:00:00	1.51077	1.51432	1.50993	1.51399	5888	0	15
2015.01.22	00:00:00	1.51409	1.52111	1.49707	1.51495	241784	0	16
2015.01.22	04:00:00	1.51495	1.51556	1.51252	1.51273	4520	0	15
2015.01.22	08:00:00	1.51280	1.51759	1.51217	1.51577	8450	0	15
2015.01.22	12:00:00	1.51579	1.52114	1.51232	1.51624	14003	0	14
2015.01.22	16:00:00	1.51627	1.51722	1.50149	1.50216	19057	0	15
2015.01.22	20:00:00	1.50217	1.50352	1.49714	1.50076	7653	0	15
2015.01.23	00:00:00	1.50089	1.50345	1.49497	1.50141	246190	0	16
2015.01.23	04:00:00	1.50144	1.50199	1.49798	1.49962	5091	0	15
2015.01.23	08:00:00	1.49962	1.50056	1.49577	1.49758	13367	0	15
2015.01.23	12:00:00	1.49770	1.49944	1.49503	1.49922	15590	0	14
2015.01.23	16:00:00	1.49923	1.50346	1.49796	1.50164	14580	0	15
2015.01.23	20:00:00	1.50165	1.50227	1.49841	1.49876	6749	0	11
