id	symbol	type	entry	sl	tp	lots	spread	tradeid	stamp	activated	openprice	swap	profit	closed	commision	strategy
172	GBPUSD	buy	1.24123	1.2376707245783771	1.244789275421623	0.1	0	0	2023-11-16 21:45:01.192336 +00:00	2023.11.17 03:45:13	1.24142	0	-34.61	2023.11.17 09:41	-0.14	VHMA
162	EURUSD	buy	1.08591	1.0831171583691457	1.0887028416308542	0.1	0	0	2023-11-16 19:00:09.581561 +00:00	2023.11.16 21:15:12	1.08552	-0.64	-22.16	2023.11.17 10:00	-0.14	AI Volume Supertrend
122	EURCHF	buy	0.96424	0.9625855334700706	0.9658944665299294	0.1	0	0	2023-11-16 11:15:03.181212 +00:00	2023.11.16 13:30:05	0.96452	0.35	-20.15	2023.11.17 10:22	-0.14	SSL Hybrid
197	EURCHF	buy	0.96466	0.962978447869761	0.966341552130239	0.1	0	0	2023-11-17 01:45:03.706662 +00:00	2023.11.17 10:57:07	0.9633	0	-3.53	2023.11.17 10:59	-0.14	Super AI Trend
94	AUDNZD	buy	1.08287	1.0809276932884526	1.0848123067115474	0.1	0	0	2023-11-16 07:30:01.572108 +00:00	2023.11.16 10:48:27	1.08345	0	-13.9	2023.11.16 17:04	-0.14	SSL Hybrid
90	CHFJPY	buy	170.353	169.90643378005686	170.79956621994316	0.1	0	0	2023-11-16 06:15:03.136182 +00:00	2023.11.16 10:48:03	170.287	0	-23.23	2023.11.16 15:12	-0.14	Super AI Trend
144	EURUSD	buy	1.0881	1.0853073965137225	1.0908926034862776	0.1	0	0	2023-11-16 14:00:12.594787 +00:00	2023.11.16 16:15:05	1.0876	0	-21.19	2023.11.16 18:30	-0.14	AI Volume Supertrend
93	USDCAD	buy	1.36981	1.3656670714102612	1.3739529285897387	0.1	0	0	2023-11-16 07:15:06.947957 +00:00	2023.11.16 10:48:21	1.36953	0	15.12	2023.11.16 15:23	-0.14	VHMA
168	EURUSD	buy	1.08558	1.0827872959698186	1.0883727040301814	0.1	0	0	2023-11-16 20:00:14.408595 +00:00	2023.11.16 22:15:05	1.08523	-0.64	-22.63	2023.11.17 10:06	-0.14	AI Volume Supertrend
154	AUDNZD	buy	1.08173	1.079634276470427	1.0838257235295732	0.1	0	0	2023-11-16 17:45:02.013349 +00:00	2023.11.16 20:15:00	1.082	0	9.95	2023.11.16 22:40	-0.14	SSL Hybrid
83	CHFJPY	buy	170.263	169.31419817214487	171.21180182785514	0.1	0	0	2023-11-16 05:15:01.693462 +00:00	2023.11.16 10:47:22	170.293	0.2	-60.11	2023.11.17 04:23	-0.14	VHMA
167	GBPUSD	buy	1.24178	1.2381098237217534	1.2454501762782468	0.1	0	0	2023-11-16 20:00:11.733169 +00:00	2023.11.16 22:15:00	1.2415	-0.18	-30.99	2023.11.17 09:10	-0.14	AI Volume Supertrend
173	GBPUSD	buy	1.24139	1.2377198237217533	1.2450601762782467	0.1	0	0	2023-11-16 22:00:03.130273 +00:00	2023.11.17 03:45:42	1.24139	0	-34.33	2023.11.17 09:41	-0.14	AI Volume Supertrend
224	XAGUSD	buy	23.8335	23.610865960672427	24.056134039327574	0.1	0	0	2023-11-17 05:45:05.975685 +00:00	2023.11.17 10:58:41	23.946	0	51.12	2023.11.17 12:09	-0.06	SSL Hybrid
178	EURCHF	buy	0.96432	0.9626659997631676	0.9659740002368323	0.1	0	0	2023-11-16 23:15:02.853861 +00:00	2023.11.17 03:45:48	0.96472	0	-21.09	2023.11.17 10:03	-0.14	VHMA
206	CHFJPY	buy	169.497	168.8195142159748	170.17448578402522	0.1	0	0	2023-11-17 03:30:02.573536 +00:00	2023.11.17 18:30:00	168.848	0	-1.47	2023.11.17 18:30	-0.14	SSL Hybrid
235	EURUSD	buy	1.08543	1.082506279304234	1.0883537206957659	0.1	0	0	2023-11-17 06:15:06.520424 +00:00	2023.11.17 10:58:52	1.08492	0	15.28	2023.11.17 12:33	-0.14	SSL + Wave Trend Strategy
204	GBPCAD	buy	1.7063	1.7009386077041635	1.7116613922958364	0.1	0	0	2023-11-17 03:15:03.851015 +00:00	2023.11.17 10:58:29	1.70204	0	19.19	2023.11.17 15:03	-0.14	VHMA
196	EURUSD	buy	1.08532	1.081219939777821	1.089420060222179	0.1	0	0	2023-11-17 01:00:08.675922 +00:00	2023.11.17 03:46:05	1.08531	0	17.48	2023.11.17 15:39	-0.14	AI Volume Supertrend
187	CHFJPY	buy	169.676	168.95173710935973	170.40026289064025	0.1	0	0	2023-11-17 00:45:01.763270 +00:00	2023.11.17 03:46:00	169.473	0	-33.01	2023.11.17 10:36	-0.14	Super AI Trend
184	EURUSD	buy	1.08532	1.0812055997677559	1.0894344002322442	0.1	0	0	2023-11-17 00:00:10.219058 +00:00	2023.11.17 03:45:54	1.08529	0	17.75	2023.11.17 15:39	-0.14	AI Volume Supertrend
213	CHFJPY	buy	169.469	168.48720519324976	170.45079480675022	0.1	0	0	2023-11-17 04:45:01.578776 +00:00	2023.11.17 10:58:35	168.671	0	-11.46	2023.11.17 11:11	-0.14	SSL Hybrid
89	EURUSD	buy	1.0838	1.0809220599146552	1.086677940085345	0.1	0	0	2023-11-16 06:00:08.942262 +00:00	2023.11.16 10:47:57	1.08509	0	14.63	2023.11.16 15:35	-0.14	AI Volume Supertrend
92	EURUSD	buy	1.08392	1.0810821211600345	1.0867578788399654	0.1	0	0	2023-11-16 07:00:11.357078 +00:00	2023.11.16 10:48:15	1.08505	0	15.73	2023.11.16 15:35	-0.14	AI Volume Supertrend
95	EURCHF	buy	0.96287	0.9609645045667442	0.9647754954332558	0.1	0	0	2023-11-16 07:30:02.354556 +00:00	2023.11.16 10:48:33	0.96435	0	4.46	2023.11.16 11:33	-0.14	SSL Hybrid
97	EURCHF	buy	0.96316	0.961505703374925	0.964814296625075	0.1	0	0	2023-11-16 07:45:03.453284 +00:00	2023.11.16 10:48:39	0.96431	0	5.18	2023.11.16 11:34	-0.14	Super AI Trend
91	GBPUSD	buy	1.23966	1.235762939993162	1.243557060006838	0.1	0	0	2023-11-16 07:00:02.309940 +00:00	2023.11.16 10:48:09	1.2391	0	0	2023.11.16 14:07	-0.14	AI Volume Supertrend
100	GBPUSD	buy	1.23799	1.2340872575144408	1.241892742485559	0.1	0	0	2023-11-16 08:00:01.283413 +00:00	2023.11.16 10:48:51	1.239	0	0	2023.11.16 14:08	-0.14	AI Volume Supertrend
232	GBPUSD	buy	1.24139	1.237717299114443	1.245062700885557	0.1	0	0	2023-11-17 06:00:06.267961 +00:00	2023.11.17 10:58:46	1.23843	0	32.37	2023.11.17 16:08	-0.14	AI Volume Supertrend
198	GBPUSD	buy	1.24129	1.2376198236427518	1.2449601763572482	0.1	0	0	2023-11-17 02:00:08.677925 +00:00	2023.11.17 10:58:23	1.23817	0	32.37	2023.11.17 16:11	-0.14	AI Volume Supertrend
229	CHFJPY	buy	169.468	168.98947900033056	169.94652099966942	0.1	0	0	2023-11-17 06:00:02.779532 +00:00	2023.11.20 02:00:00	169.267	0	-17.03	2023.11.20 03:07	-0.14	SSL Hybrid
138	XAGUSD	buy	23.624	23.435376742538534	23.812623257461464	0.1	0	0	2023-11-16 13:30:08.719027 +00:00	2023.11.16 15:45:22	23.804	0	1.84	2023.11.16 15:45	-0.05	VHMA
124	EURUSD	buy	1.08498	1.0821861461797966	1.0877738538202035	0.1	0	0	2023-11-16 11:15:04.656998 +00:00	2023.11.16 13:30:16	1.08585	0	17.65	2023.11.16 15:46	-0.14	VHMA
98	EURCHF	buy	0.96316	0.9607930429375314	0.9655269570624686	0.1	0	0	2023-11-16 07:45:03.882396 +00:00	2023.11.16 10:48:45	0.96432	0	12.53	2023.11.16 16:01	-0.14	SSL + Wave Trend Strategy
103	EURUSD	buy	1.08433	1.0802473989877754	1.0884126010122246	0.1	0	0	2023-11-16 08:15:06.680779 +00:00	2023.11.16 10:48:56	1.08502	0	23.81	2023.11.16 16:04	-0.14	Super AI Trend
133	GBPUSD	buy	1.23891	1.2326842747302782	1.2451357252697217	0.1	0	0	2023-11-16 13:00:01.364055 +00:00	2023.11.16 15:10:33	1.23934	0	29.52	2023.11.16 16:17	-0.14	AI Volume Supertrend
68	GBPUSD	buy	1.24032	1.2350605048884673	1.2455794951115329	0.1	0	0	2023-11-16 02:00:07.445930 +00:00	2023.11.16 10:45:53	1.23891	0	0	2023.11.16 14:18	-0.14	AI Volume Supertrend
45	GBPUSD	buy	1.24171	1.2375870993247373	1.2458329006752629	0.1	0	0	2023-11-15 23:00:03.267213 +00:00	2023.11.16 10:44:08	1.23884	0	-0.09	2023.11.16 14:18	-0.14	AI Volume Supertrend
96	USDCAD	buy	1.37017	1.3674347489143421	1.372905251085658	0.1	0	0	2023-11-16 07:30:07.805333 +00:00	2023.11.16 10:49:02	1.36952	0	22.83	2023.11.16 14:18	-0.14	Super AI Trend
104	GBPUSD	buy	1.23859	1.2343604311733403	1.24281956882666	0.1	0	0	2023-11-16 08:45:02.121708 +00:00	2023.11.16 11:00:11	1.23994	0	26.48	2023.11.16 15:39	-0.14	SSL Hybrid
114	USDCAD	buy	1.3699	1.3659637999248126	1.3738362000751871	0.1	0	0	2023-11-16 09:45:07.945087 +00:00	2023.11.16 12:00:00	1.36979	0	15.25	2023.11.16 15:21	-0.14	VHMA
56	GBPUSD	buy	1.24218	1.2387656568492795	1.2455943431507206	0.1	0	0	2023-11-16 00:00:09.370656 +00:00	2023.11.16 11:00:06	1.23982	0	-10.14	2023.11.16 14:19	-0.14	AI Volume Supertrend
216	EURUSD	buy	1.08505	1.081153645139585	1.0889463548604152	0.1	0	0	2023-11-17 05:00:08.773271 +00:00	2023.11.17 10:59:16	1.08486	0	15.37	2023.11.17 12:33	-0.14	AI Volume Supertrend
101	EURUSD	buy	1.0841	1.0813072959698187	1.0868927040301815	0.1	0	0	2023-11-16 08:00:09.648250 +00:00	2023.11.16 10:49:14	1.08517	0	16.1	2023.11.16 15:36	-0.14	AI Volume Supertrend
112	GBPCAD	buy	1.69833	1.6943572911204154	1.7023027088795843	0.1	0	0	2023-11-16 09:15:03.354459 +00:00	2023.11.16 11:30:06	1.69868	0	24.64	2023.11.16 15:30	-0.14	Super AI Trend
109	GBPUSD	buy	1.23971	1.235116239155178	1.2443037608448222	0.1	0	0	2023-11-16 09:00:04.263781 +00:00	2023.11.16 11:30:24	1.24057	0	25.1	2023.11.16 15:53	-0.14	AI Volume Supertrend
59	AUDNZD	buy	1.08183	1.0795482538475418	1.0841117461524583	0.1	0	0	2023-11-16 00:45:02.478340 +00:00	2023.11.16 10:45:00	1.08345	0	5.07	2023.11.16 14:19	-0.14	SSL Hybrid
153	EURUSD	buy	1.08574	1.0826428173396796	1.0888371826603203	0.1	0	0	2023-11-16 17:30:10.489763 +00:00	2023.11.16 19:45:00	1.0858	-0.64	-29.1	2023.11.17 10:06	-0.14	VHMA
219	GBPCAD	buy	1.70653	1.702539000712459	1.7105209992875412	0.1	0	0	2023-11-17 05:15:03.786112 +00:00	2023.11.17 11:30:00	1.70426	0	-11.67	2023.11.17 16:35	-0.14	VHMA
106	CHFJPY	buy	170.323	169.8762450618375	170.76975493816252	0.1	0	0	2023-11-16 09:00:02.951369 +00:00	2023.11.16 11:15:11	170.237	0	-23.31	2023.11.16 15:20	-0.14	SSL Hybrid
86	AUDNZD	buy	1.08218	1.080257309460844	1.0841026905391558	0.1	0	0	2023-11-16 06:00:01.335503 +00:00	2023.11.16 10:47:40	1.08351	0	4.74	2023.11.16 14:19	-0.14	SSL Hybrid
159	USDCAD	buy	1.37644	1.3729518621542678	1.3799281378457324	0.1	0	0	2023-11-16 18:30:08.736264 +00:00	2023.11.16 20:45:01	1.3754	0	-16.36	2023.11.17 12:12	-0.14	SSL Hybrid
116	EURUSD	buy	1.0851	1.0823074044259213	1.0878925955740786	0.1	0	0	2023-11-16 10:00:17.176061 +00:00	2023.11.16 12:15:00	1.08484	0	27.85	2023.11.16 15:47	-0.14	AI Volume Supertrend
174	EURUSD	buy	1.085285	1.0818976809764003	1.0886723190235998	0.1	0	0	2023-11-16 22:01:03.717536 +00:00	2023.11.17 03:46:11	1.08532	0	17.48	2023.11.17 15:39	-0.14	AI Volume Supertrend
73	XAGUSD	buy	23.3999	23.212017256247016	23.58778274375298	0.1	0	0	2023-11-16 03:45:05.418941 +00:00	2023.11.16 10:46:23	23.566	0	10.13	2023.11.16 10:53	-0.05	SSL Hybrid
111	GBPCAD	buy	1.69833	1.6943389439162244	1.7023210560837754	0.1	0	0	2023-11-16 09:15:01.880199 +00:00	2023.11.16 11:30:01	1.69871	0	24.38	2023.11.16 15:30	-0.14	VHMA
78	XAGUSD	buy	23.416	23.22099525919514	23.611004740804862	0.1	0	0	2023-11-16 04:30:20.990686 +00:00	2023.11.16 10:46:53	23.566	0	20.27	2023.11.16 10:55	-0.05	VHMA
39	EURCHF	buy	0.96319	0.9613085941941394	0.9650714058058606	0.1	0	0	2023-11-15 21:45:01.397108 +00:00	2023.11.16 10:43:38	0.96446	0	6.32	2023.11.16 11:50	-0.14	SSL Hybrid
105	GBPUSD	buy	1.23971	1.2358207242223633	1.2435992757776368	0.1	0	0	2023-11-16 09:00:02.479575 +00:00	2023.11.16 11:15:06	1.2406	0	27.67	2023.11.16 15:45	-0.14	VHMA
99	EURUSD	buy	1.08416	1.0813672959698186	1.0869527040301814	0.1	0	0	2023-11-16 07:45:05.749379 +00:00	2023.11.16 10:49:08	1.0851	0	17.02	2023.11.16 15:36	-0.14	VHMA
118	USDCAD	buy	1.37031	1.3661127561215112	1.3745072438784887	0.1	0	0	2023-11-16 10:45:04.531059 +00:00	2023.11.16 13:00:00	1.37025	0	15.25	2023.11.16 14:32	-0.14	SSL Hybrid
117	USDCAD	buy	1.3702	1.366046562963954	1.3743534370360462	0.1	0	0	2023-11-16 10:15:04.897499 +00:00	2023.11.16 12:30:03	1.37019	0	15.32	2023.11.16 14:33	-0.14	SSL Hybrid
190	GBPUSD	buy	1.24179	1.237138450483754	1.246441549516246	0.1	0	0	2023-11-17 01:00:02.893473 +00:00	2023.11.17 03:46:34	1.24135	0	0	2023.11.17 16:11	-0.14	VHMA
113	GBPCAD	buy	1.69833	1.6926794488755719	1.703980551124428	0.1	0	0	2023-11-16 09:15:03.794077 +00:00	2023.11.16 11:30:12	1.69863	0	36.08	2023.11.16 15:38	-0.14	SSL Hybrid
185	XAGUSD	buy	23.7955	23.60709904046575	23.98390095953425	0.1	0	0	2023-11-17 00:15:05.376252 +00:00	2023.11.17 03:46:23	23.831	0	69.6	2023.11.17 11:05	-0.06	Super AI Trend
139	GBPUSD	buy	1.24301	1.238173771105672	1.247846228894328	0.1	0	0	2023-11-16 13:45:03.234110 +00:00	2023.11.16 16:00:16	1.24407	-0.18	-54.69	2023.11.17 09:09	-0.14	Super AI Trend
179	EURCHF	buy	0.96432	0.9626656949587573	0.9659743050412426	0.1	0	0	2023-11-16 23:15:03.634429 +00:00	2023.11.17 03:46:17	0.96471	0	-20.98	2023.11.17 10:03	-0.14	SSL Hybrid
192	EURCHF	buy	0.96435	0.962444451239287	0.9662555487607131	0.1	0	0	2023-11-17 01:00:04.188589 +00:00	2023.11.17 03:46:40	0.96473	0	-25.15	2023.11.17 10:32	-0.14	SSL + Wave Trend Strategy
217	EURCHF	buy	0.96448	0.962574451239287	0.966385548760713	0.1	0	0	2023-11-17 05:15:02.518795 +00:00	2023.11.17 10:59:22	0.96307	0	12.03	2023.11.17 13:54	-0.14	SSL Hybrid
199	EURUSD	buy	1.0853	1.0816904338410456	1.0889095661589543	0.1	0	0	2023-11-17 02:00:09.143385 +00:00	2023.11.17 10:58:58	1.08486	0	15.46	2023.11.17 12:33	-0.14	AI Volume Supertrend
107	GBPUSD	buy	1.23971	1.23642729956749	1.24299270043251	0.1	0	0	2023-11-16 09:00:03.394487 +00:00	2023.11.16 11:15:17	1.24069	0	-16.04	2023.11.16 14:18	-0.14	Super AI Trend
102	EURCHF	buy	0.96368	0.9620256139308032	0.9653343860691967	0.1	0	0	2023-11-16 08:15:03.565377 +00:00	2023.11.16 10:49:20	0.96425	0	11.29	2023.11.16 15:12	-0.14	VHMA
210	GBPCAD	buy	1.70632	1.6868306251544394	1.7258093748455607	0.1	0	0	2023-11-17 04:30:04.637909 +00:00	2023.11.17 10:59:10	1.70221	0	19.12	2023.11.17 14:59	-0.14	SSL Hybrid
110	EURUSD	buy	1.0855	1.0827069096635484	1.0882930903364514	0.1	0	0	2023-11-16 09:00:10.961496 +00:00	2023.11.16 11:30:18	1.08546	0	22.88	2023.11.16 17:03	-0.14	AI Volume Supertrend
188	EURUSD	buy	1.08506	1.0820528307178372	1.0880671692821626	0.1	0	0	2023-11-17 00:45:05.690437 +00:00	2023.11.17 03:46:29	1.08531	0	17.57	2023.11.17 15:39	-0.14	SSL Hybrid
241	CHFJPY	buy	169.489	168.5261142260027	170.4518857739973	0.1	0	0	2023-11-17 06:45:01.269459 +00:00	2023.11.17 10:59:46	168.745	0	-13.61	2023.11.17 11:06	-0.14	SSL Hybrid
237	EURUSD	buy	1.08543	1.0825691408457485	1.0882908591542513	0.1	0	0	2023-11-17 06:15:07.378740 +00:00	2023.11.17 10:59:34	1.08487	0	15.37	2023.11.17 12:33	-0.14	SSL Hybrid
236	EURUSD	buy	1.08543	1.0825691408457485	1.0882908591542513	0.1	0	0	2023-11-17 06:15:06.937673 +00:00	2023.11.17 10:59:28	1.08483	0	15.37	2023.11.17 12:33	-0.14	SSL + Wave Trend Strategy
238	AUDNZD	buy	1.08595	1.0837383178979947	1.0881616821020053	0.1	0	0	2023-11-17 06:30:01.833610 +00:00	2023.11.17 10:59:40	1.08572	0	13.28	2023.11.17 17:33	-0.14	SSL Hybrid
239	XAGUSD	buy	23.831	23.642538452605937	24.019461547394062	0.1	0	0	2023-11-17 06:30:05.695646 +00:00	2023.11.17 10:59:52	23.951	0	35.01	2023.11.17 11:07	-0.06	SSL Hybrid
249	XAGUSD	buy	23.87	23.67378685076827	24.066213149231732	0.1	0	0	2023-11-17 08:00:10.050113 +00:00	2023.11.17 11:00:40	23.948	0	54.8	2023.11.17 12:09	-0.06	Super AI Trend
246	GBPUSD	buy	1.23842	1.234718002149814	1.242121997850186	0.1	0	0	2023-11-17 08:00:06.947669 +00:00	2023.11.17 11:00:22	1.23813	0	37.2	2023.11.17 12:10	-0.14	AI Volume Supertrend
270	EURCHF	buy	0.96413	0.9624742457240095	0.9657857542759906	0.1	0	0	2023-11-17 11:15:02.974737 +00:00	2023.11.17 13:45:00	0.96448	0	13.46	2023.11.17 22:25	-0.14	Super AI Trend
257	GBPUSD	buy	1.24083	1.2371589683812911	1.244501031618709	0.1	0	0	2023-11-17 09:45:03.024279 +00:00	2023.11.17 12:00:05	1.24107	0	0	2023.11.17 16:16	-0.14	VHMA
274	AUDNZD	buy	1.08655	1.0843687639549715	1.0887312360450283	0.1	0	0	2023-11-17 12:15:02.283900 +00:00	2023.11.17 16:45:00	1.08752	-0.33	2.31	""	0	SSL Hybrid
252	EURUSD	buy	1.08484	1.0820263408684454	1.0876536591315547	0.1	0	0	2023-11-17 09:00:11.392924 +00:00	2023.11.17 11:30:18	1.08531	0	22.25	2023.11.17 15:14	-0.14	SSL Hybrid
264	EURUSD	buy	1.08529	1.0803891069762044	1.0901908930237958	0.1	0	0	2023-11-17 10:00:08.281331 +00:00	2023.11.17 12:03:37	1.08558	0	17.84	2023.11.17 15:18	-0.14	AI Volume Supertrend
275	GBPUSD	buy	1.24282	1.2391501075542402	1.24648989244576	0.1	0	0	2023-11-17 13:00:01.635012 +00:00	2023.11.17 16:45:06	1.2416	0	38.97	2023.11.17 23:12	-0.14	AI Volume Supertrend
69	EURUSD	buy	1.08438	1.0813806371607988	1.087379362839201	0.1	0	0	2023-11-16 02:00:08.900865 +00:00	2023.11.16 10:46:00	1.08512	0	20.88	2023.11.16 15:37	-0.14	AI Volume Supertrend
115	GBPUSD	buy	1.24009	1.236364235315749	1.243815764684251	0.1	0	0	2023-11-16 10:00:03.871360 +00:00	2023.11.16 12:15:06	1.24009	0	34.28	2023.11.16 15:56	-0.14	AI Volume Supertrend
140	EURCHF	buy	0.96531	0.9636542648250478	0.9669657351749522	0.1	0	0	2023-11-16 13:45:03.670216 +00:00	2023.11.16 16:00:00	0.96554	0	-20.86	2023.11.16 18:28	-0.14	SSL Hybrid
166	AUDNZD	buy	1.08277	1.0808295248304216	1.0847104751695784	0.1	0	0	2023-11-16 19:45:05.851620 +00:00	2023.11.16 22:00:11	1.08285	-0.33	10.17	2023.11.17 02:01	-0.14	Super AI Trend
253	EURUSD	buy	1.08484	1.082028690107128	1.087651309892872	0.1	0	0	2023-11-17 09:00:11.839476 +00:00	2023.11.17 11:30:24	1.08526	0	21.97	2023.11.17 15:14	-0.14	Super AI Trend
254	GBPUSD	buy	1.24002	1.236350057485259	1.2436899425147407	0.1	0	0	2023-11-17 09:15:01.472116 +00:00	2023.11.17 11:30:30	1.23979	0	35.89	2023.11.17 12:41	-0.14	SSL Hybrid
244	EURUSD	buy	1.08513	1.0823373210092366	1.0879226789907632	0.1	0	0	2023-11-17 07:00:08.597887 +00:00	2023.11.17 11:00:10	1.08475	0	15.37	2023.11.17 12:35	-0.14	AI Volume Supertrend
266	EURCHF	buy	0.96371	0.951612844793171	0.9758071552068289	0.1	0	0	2023-11-17 10:15:04.268030 +00:00	2023.11.17 12:30:05	0.96402	0	20.19	2023.11.17 22:53	-0.14	SSL Hybrid
256	GBPUSD	buy	1.24083	1.237160257807904	1.2444997421920962	0.1	0	0	2023-11-17 09:45:02.252520 +00:00	2023.11.17 12:00:00	1.24105	0	-0.09	2023.11.17 16:16	-0.14	Super AI Trend
251	EURUSD	buy	1.08484	1.081300254543908	1.088379745456092	0.1	0	0	2023-11-17 09:00:10.963052 +00:00	2023.11.17 11:30:12	1.08532	0	17.66	2023.11.17 15:36	-0.14	AI Volume Supertrend
247	XAGUSD	buy	23.87	23.677218113587006	24.062781886412996	0.1	0	0	2023-11-17 08:00:08.149006 +00:00	2023.11.17 11:00:28	23.958	0	48.36	2023.11.17 12:09	-0.06	SSL Hybrid
248	EURUSD	buy	1.08384	1.0810472959698185	1.0866327040301813	0.1	0	0	2023-11-17 08:00:09.594113 +00:00	2023.11.17 11:00:34	1.0847	0	18.04	2023.11.17 12:22	-0.14	AI Volume Supertrend
276	EURUSD	buy	1.08634	1.0835263408684455	1.0891536591315547	0.1	0	0	2023-11-17 13:00:10.191037 +00:00	2023.11.17 16:45:12	1.08668	0	22.86	2023.11.17 17:47	-0.14	AI Volume Supertrend
245	XAGUSD	buy	23.8245	23.690077987251627	23.958922012748374	0.1	0	0	2023-11-17 07:45:05.596757 +00:00	2023.11.17 11:00:16	23.953	0	3.23	2023.11.17 11:04	-0.06	VHMA
240	XAGUSD	buy	23.831	23.64212160998566	24.019878390014338	0.1	0	0	2023-11-17 06:30:06.455987 +00:00	2023.11.17 10:59:58	23.953	0	34.09	2023.11.17 11:07	-0.06	VHMA
259	GBPCAD	buy	1.70515	1.6999785422796037	1.7103214577203962	0.1	0	0	2023-11-17 09:45:03.847454 +00:00	2023.11.17 12:00:17	1.70564	-0.14	31.27	2023.11.20 03:59	-0.14	SSL + Wave Trend Strategy
250	GBPUSD	buy	1.23816	1.2311112736622003	1.2452087263377996	0.1	0	0	2023-11-17 09:00:04.184601 +00:00	2023.11.17 11:30:06	1.23996	0	23.28	2023.11.17 13:37	-0.14	AI Volume Supertrend
243	GBPUSD	buy	1.24118	1.2309836621412955	1.2513763378587044	0.1	0	0	2023-11-17 07:00:02.891986 +00:00	2023.11.17 11:00:03	1.23825	0	32.55	2023.11.17 16:11	-0.14	AI Volume Supertrend
261	EURUSD	buy	1.08574	1.080890750545344	1.0905892494546559	0.1	0	0	2023-11-17 09:45:05.342607 +00:00	2023.11.17 12:00:29	1.0853	0	15.55	2023.11.17 13:06	-0.14	VHMA
273	EURUSD	buy	1.08662	1.0836696271573556	1.0895703728426442	0.1	0	0	2023-11-17 12:00:10.243252 +00:00	2023.11.17 14:15:05	1.08665	0	26.62	2023.11.17 20:23	-0.14	AI Volume Supertrend
262	GBPUSD	buy	1.24099	1.236105623848835	1.245874376151165	0.1	0	0	2023-11-17 10:00:03.399912 +00:00	2023.11.17 12:03:25	1.24162	0	0	2023.11.17 15:45	-0.14	AI Volume Supertrend
260	GBPCAD	buy	1.70515	1.6971144936551579	1.713185506344842	0.1	0	0	2023-11-17 09:45:04.288918 +00:00	2023.11.17 12:00:23	1.70557	-0.14	26.93	2023.11.20 04:33	-0.14	SSL + Wave Trend Strategy
255	EURUSD	buy	1.08565	1.0828573778390462	1.0884426221609538	0.1	0	0	2023-11-17 09:15:06.361565 +00:00	2023.11.17 11:30:35	1.08538	0	28.11	2023.11.17 16:05	-0.14	VHMA
272	GBPUSD	buy	1.24292	1.238083771105672	1.247756228894328	0.1	0	0	2023-11-17 12:00:02.708197 +00:00	2023.11.17 14:15:00	1.24322	-0.18	41.94	2023.11.20 04:30	-0.14	AI Volume Supertrend
108	CHFJPY	buy	170.323	169.87421315582284	170.77178684417717	0.1	0	0	2023-11-16 09:00:03.842563 +00:00	2023.11.16 11:30:30	170.123	0	-15.99	2023.11.16 15:20	-0.14	VHMA
242	CHFJPY	buy	169.573	169.12632137729267	170.01967862270735	0.1	0	0	2023-11-17 07:00:01.883648 +00:00	2023.11.20 02:00:06	169.271	0	-8.87	2023.11.20 02:18	-0.14	Super AI Trend
258	GBPCAD	buy	1.70515	1.6791490562735802	1.7311509437264196	0.1	0	0	2023-11-17 09:45:03.400666 +00:00	2023.11.17 12:00:11	1.70559	-0.14	26.93	2023.11.20 05:08	-0.14	SSL Hybrid
263	AUDNZD	buy	1.08623	1.0842721761092002	1.0881878238907998	0.1	0	0	2023-11-17 10:00:04.001020 +00:00	2023.11.17 12:03:31	1.0862	0	11.14	2023.11.17 19:05	-0.14	Super AI Trend
265	GBPCAD	buy	1.70576	1.701795032265013	1.7097249677349868	0.1	0	0	2023-11-17 10:15:01.608292 +00:00	2023.11.17 12:30:00	1.70626	-0.14	23.12	2023.11.20 03:25	-0.14	VHMA
269	EURUSD	buy	1.08708	1.0836926809764003	1.0904673190235998	0.1	0	0	2023-11-17 11:00:08.859326 +00:00	2023.11.17 13:00:59	1.08722	0	29.9	2023.11.17 22:26	-0.14	AI Volume Supertrend
271	EURCHF	buy	0.9644	0.9627456901617686	0.9660543098382315	0.1	0	0	2023-11-17 11:30:03.559040 +00:00	2023.11.17 13:45:06	0.96452	0	15.84	2023.11.17 22:45	-0.14	VHMA
278	EURUSD	buy	1.08763	1.084376955523269	1.0908830444767312	0.1	0	0	2023-11-17 13:15:05.400243 +00:00	2023.11.17 16:45:24	1.08667	0	29.36	2023.11.17 21:32	-0.14	Super AI Trend
280	XAGUSD	buy	24.0865	23.892036787925836	24.280963212074166	0.1	0	0	2023-11-17 13:15:06.291589 +00:00	""	0	0	0	""	0	SSL + Wave Trend Strategy
279	XAGUSD	buy	24.0865	23.72637997866195	24.446620021338052	0.1	0	0	2023-11-17 13:15:05.850773 +00:00	2023.11.17 16:45:29	23.775	0	-24.39	2023.11.17 16:48	-0.05	SSL + Wave Trend Strategy
281	XAGUSD	buy	24.0865	23.89859070319734	24.274409296802663	0.1	0	0	2023-11-17 13:15:06.766950 +00:00	""	0	0	0	""	0	SSL Hybrid
306	EURUSD	buy	1.08786	1.0850463408684454	1.0906736591315547	0.1	0	0	2023-11-17 17:00:13.095223 +00:00	2023.11.17 19:15:17	1.0887	0	18.98	2023.11.17 22:53	-0.14	AI Volume Supertrend
310	EURCHF	buy	0.96526	0.9610132668347308	0.9695067331652693	0.1	0	0	2023-11-17 17:45:07.614294 +00:00	2023.11.17 20:00:03	0.9654	0.35	14.89	""	0	SSL Hybrid
